index,product_smiles,ground_truth_reactants,predicted_reactants_cot_no_rag,exact_match_cot_no_rag,core_exact_match_cot_no_rag,valid_cot_no_rag,predicted_reactants_hybrid_rag_rerank,exact_match_hybrid_rag_rerank,core_exact_match_hybrid_rag_rerank,valid_hybrid_rag_rerank,predicted_reactants_rag_cot,exact_match_rag_cot,core_exact_match_rag_cot,valid_rag_cot,predicted_reactants_reactiont5v2,exact_match_reactiont5v2,core_exact_match_reactiont5v2,valid_reactiont5v2
47,Cc1cc(Br)ccc1C(=O)NC(C)(C)C,CC(C)(C)N.Cc1cc(Br)ccc1C(=O)O,Cc1cc(Br)ccc1C(=O)Cl.CC(C)(C)N,False,False,True,CC(C)(C)N.Cc1cc(Br)ccc1C(=O)Cl,False,False,True,CC(C)(C)N.Cc1ccc(Br)cc1C(=O)Cl,False,False,True,CC(C)(C)N.Cc1cc(Br)ccc1C(=O)O,True,True,True
48,CSC(=S)NCCCNC(=O)c1ccccc1.I,CI.NCCCNC(=O)c1ccccc1.S=C=S,CSC(=S)NCCCN.O=C(Cl)c1ccc(I)cc1,False,False,True,CI.NCCCNC(=O)c1ccccc1,False,False,True,O=C(Cl)c1ccccc1.CSC(=S)NCCCN,False,False,True,CI.NCCCNC(=O)c1ccccc1,False,False,True
49,CCOC(=O)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,CCOC(=O)N1CCC(Nc2ccc(Cl)cc2)CC1.O=C(Cl)Cc1ccccc1,O=C(Cc1ccccc1)Nc1ccc(Cl)cc1.CCOC(=O)Cl.BrC1CCCNC1,False,False,True,CCOC(=O)N1CCC(Nc2ccc(Cl)cc2)CC1.O=C(Cl)Cc1ccccc1,True,True,True,CCOC(=O)N1CCC(Nc2ccc(Cl)cc2)CC1.O=C(Cl)Cc1ccccc1,True,True,True,CCOC(=O)N1CCC(Nc2ccc(Cl)cc2)CC1.O=C(Cl)Cc1ccccc1,True,True,True
50,CN(C)C(=O)c1cc(C2CCCN2c2ccc(F)cc2)c2oc(N3CCOCC3)cc(=O)c2c1,CN(C)C(=O)c1cc(C2CCCN2)c2oc(N3CCOCC3)cc(=O)c2c1.Fc1ccc(Br)cc1,CNC.O=C(O)c1ccc(C2CCCN2c2ccc(F)cc2)c2oc(N3CCOCC3)cc(=O)c12,False,False,True,CN(C)C(=O)c1cc(C2CCCN2)c2oc(N3CCOCC3)cc(=O)c2c1.Fc1ccc(Br)cc1,True,True,True,CNC.O=C(O)c1cc(C2CCCN2c2ccc(F)cc2)c2oc(N3CCOCC3)cc(=O)c2c1,False,False,True,CN(C)C(=O)c1cc(C2CCCN2)c2oc(N3CCOCC3)cc(=O)c2c1.Fc1ccc(Br)cc1,True,True,True
51,Clc1cc(Nc2ccc(N3CCOCC3)cn2)c2nccn2c1,Clc1cc(Br)c2nccn2c1.Nc1ccc(N2CCOCC2)cn1,Clc1cc(Cl)c2nccn2c1.Nc1ccc(N2CCOCC2)cn1,False,False,True,Clc1cc(Br)c2nccn2c1.Nc1ccc(N2CCOCC2)cn1,True,True,True,Clc1cc(Cl)c2nccn2c1.Nc1ccc(N2CCOCC2)cn1,False,False,True,Clc1cc(Br)c2nccn2c1.Nc1ccc(N2CCOCC2)cn1,True,True,True
52,O=C1Nc2ccccc2/C1=C(/Nc1ccc(C(=O)O)cc1)c1ccccc1,CCOC(=O)c1ccc(N/C(=C2\C(=O)Nc3ccccc32)c2ccccc2)cc1.[Na+].[OH-],NC(=O)c1ccccc1.O=C(O)c1ccccc1,False,False,True,CCOC(=O)c1ccc(N/C(=C2\C(=O)Nc3ccccc32)c2ccccc2)cc1,False,True,True,O=c1[nH]c2ccccc2c(Cl)c1-c1ccccc1.Nc1ccc(C(=O)O)cc1,False,False,True,CCOC(=O)c1ccc(N/C(=C2\C(=O)Nc3ccccc32)c2ccccc2)cc1,False,True,True
53,CC(C)CC(C(=O)O)N1Cc2ccccc2CC(NC(=O)C(S)Cc2ccccc2)C1=O,CC(C)CC(C(=O)O)N1Cc2ccccc2CC(NC(=O)C(Cc2ccccc2)SC(=O)c2ccccc2)C1=O.Cl,CC(C)CC(C(=O)O)N1Cc2ccccc2CC(N)C1=O.O=C(Cl)C(S)Cc1ccccc1,False,False,True,CC(C)CC(C(=O)O)N1Cc2ccccc2CC(NC(=O)C(S)Cc2ccccc2)C1=O,False,False,True,CC(C)CC(C(=O)O)N1Cc2ccccc2CC(N)C1=O.O=CC(S)Cc1ccccc1,False,False,True,CC(C)CC(C(=O)O)N1Cc2ccccc2CC(NC(=O)C(Cc2ccccc2)SC(=O)c2ccccc2)C1=O,False,True,True
54,OC1CCN(c2ccncc2)C1,Brc1ccncc1.OC1CCNC1,OC1CCNCC1.Brc1ccncc1,False,False,True,Clc1ccncc1.OC1CCNC1,False,False,True,OC1CCNCC1.Clc1ccncc1,False,False,True,Brc1ccncc1.OC1CCNC1,True,True,True
55,COC(=O)c1cccc(CNC(=O)C2CC2)c1C(=O)OC,CCN(CC)CC.COC(=O)c1cccc(CN)c1C(=O)OC.Cl.O=C(Cl)C1CC1,COC(=O)c1cccc(N)c1C(=O)OC.O=C(O)C1CC1,False,False,True,COC(=O)c1cccc(CN)c1C(=O)OC.O=C(Cl)C1CC1,False,False,True,COC(=O)c1cccc(CN)c1C(=O)OC.O=CC1CC1,False,False,True,COC(=O)c1cccc(CN)c1C(=O)OC.O=C(Cl)C1CC1,False,False,True
56,c1ccc(CNCCOCCOCCNCc2ccccc2)cc1,ClCCOCCOCCCl.NCc1ccccc1,BrCc1ccccc1.NCCOCCOCCN,False,False,True,ClCCOCCOCCCl.NCc1ccccc1,True,True,True,BrCc1ccccc1.NCCOCCOCCNCc1ccccc1,False,False,True,ClCCOCCOCCCl.NCc1ccccc1,True,True,True
57,COc1ccc(C=O)c(OC)c1-c1cc2ccccc2s1,CI.COc1ccc(C=O)c(O)c1-c1cc2ccccc2s1.O=C([O-])[O-].[K+].[K+],COc1ccc(C=O)c(OC)c1Br.OBOc1ccc2sccc2c1,False,False,True,COc1ccc(C=O)c(OC)c1Br.OB(O)c1cc2ccccc2s1,False,False,True,COc1ccc(C=O)c(OC)c1Br.OB(O)c1csc2ccccc12,False,False,True,COc1ccc(C=O)c(OC)c1Br.OB(O)c1cc2ccccc2s1,False,False,True
58,COC(=O)COc1ccc(C(=O)C(C)(C)N2CCN(c3ccncc3)CC2)cc1,COC(=O)COc1ccc(C(=O)C(C)(C)Br)cc1.c1cc(N2CCNCC2)ccn1,COC(=O)COc1ccc(C(=O)C(C)(C)Cl)cc1.c1cc(N2CCNCC2)ccn1,False,False,True,COC(=O)COc1ccc(C(=O)C(C)(C)Br)cc1.c1cc(N2CCNCC2)ccn1,True,True,True,CC(C)(C(=O)c1ccc(O)cc1)N1CCN(c2ccncc2)CC1.COC(=O)CCl,False,False,True,COC(=O)COc1ccc(C(=O)C(C)(C)Br)cc1.c1cc(N2CCNCC2)ccn1,True,True,True
59,COc1ccccc1C1CC(C)CCC1=O,CC1CCC(=O)CC1.COc1ccccc1Cl.N.[NH2-].[Na+],COc1ccccc1.CC1CCCC(C(=O)Cl)C1,False,False,True,CC1CCC(=O)CC1.COc1ccccc1Cl,False,True,True,COc1ccccc1.O=C(Cl)C1CCCCC1,False,False,True,CC1CCC(=O)CC1.COc1ccccc1Cl,False,True,True
60,COc1cccc(N2CCC(C#N)CC2)c1,COc1cccc(Br)c1.N#CC1CCNCC1,COc1ccc(Br)cc1.N#CC1CCNCC1,False,False,True,COc1cccc(N2CCC(=O)CC2)c1.[C-]#N,False,False,True,COc1ccc(Br)cc1.N#CC1CCNCC1,False,False,True,COc1cccc(N2CCC(=O)CC2)c1.[C-]#N,False,False,True
61,Clc1cccnc1NC1CCC1,Clc1cccnc1Br.NC1CCC1,Clc1cccnc1Br.NC1CCC1,True,True,True,Clc1cccnc1Br.NC1CCC1,True,True,True,Nc1ncccc1Cl.BrC1CCC1,False,False,True,Clc1cccnc1Cl.NC1CCC1,False,False,True
62,Cc1cc(C(=O)N2Cc3cccn3Cc3ccccc32)ccc1NC(=O)c1ccc(Cl)cc1Cl,CCN(C(C)C)C(C)C.Cc1cc(C(=O)N2Cc3cccn3Cc3ccccc32)ccc1N.O=C(Cl)c1ccc(Cl)cc1Cl,O=C(Cl)c1ccc(Cl)c(Cl)c1.Cc1cc(C(=O)N2Cc3cccn3Cc3ccccc32)ccc1N,False,False,True,CCN(C(C)C)C(C)C.Cc1cc(C(=O)N2Cc3cccn3Cc3ccccc32)ccc1N.O=C(Cl)c1ccc(Cl)cc1Cl,True,True,True,Cc1cc(C(=O)O)ccc1NC(=O)c1ccc(Cl)cc1Cl.c1ccc2c(c1)Cn1cccc1CN2,False,False,True,Cc1cc(C(=O)N2Cc3cccn3Cc3ccccc32)ccc1N.O=C(Cl)c1ccc(Cl)cc1Cl,False,False,True
63,Cc1cc([C@@H]2CCCN2C(=O)OCc2ccccc2)on1,CC(C=C[C@@H]1CCCN1C(=O)OCc1ccccc1)=NO.O=C([O-])O.[Na+],Cc1cc([C@@H]2CCCN2)on1.O=C(Cl)OCc1ccccc1,False,False,True,CC(C=C[C@@H]1CCCN1C(=O)OCc1ccccc1)=NO,False,True,True,Cc1cc([C@@H]2CCCN2)on1.O=C(Cl)OCc1ccccc1,False,False,True,CC(C=C[C@@H]1CCCN1C(=O)OCc1ccccc1)=NO,False,True,True
64,Cc1ccc(Oc2ccnc(Nc3ccc(S(N)(=O)=O)cc3)c2)c(C)n1,Cc1ccc(Oc2ccnc(Cl)c2)c(C)n1.Nc1ccc(S(N)(=O)=O)cc1,Cc1ccc(O)c(C)n1.NS(=O)(=O)c1ccc(Nc2cc(Br)ccn2)cc1,False,False,True,Cc1ccc(Oc2ccnc(Cl)c2)c(C)n1.Nc1ccc(S(N)(=O)=O)cc1,True,True,True,Cc1ccc(O)c(C)n1.NS(=O)(=O)c1ccc(Nc2cc(Br)ccn2)cc1,False,False,True,Cc1ccc(Oc2ccnc(Cl)c2)c(C)n1.Nc1ccc(S(N)(=O)=O)cc1,True,True,True
65,C=Cc1ccccc1CC(N=C(S(C)(=O)=O)S(C)(=O)=O)C(=O)N1C2CC3CCC2(CS1(=O)=O)C3(C)C,C=Cc1ccccc1CI.CC1(C)C2CCC13CS(=O)(=O)N(C(=O)CN=C(S(C)(=O)=O)S(C)(=O)=O)C3C2,C=Cc1ccccc1CC(N=C(S(C)(=O)=O)S(C)(=O)=O)C(=O)O.CC1(C)C2CCC13CS(=O)(=O)NC3C2,False,False,True,C=Cc1ccccc1CI.CC1(C)C2CCC13CS(=O)(=O)N(C(=O)CN=C(S(C)(=O)=O)S(C)(=O)=O)C3C2,True,True,True,C=Cc1ccccc1CC(N=C(S(C)(=O)=O)S(C)(=O)=O)C(=O)O.CC1(C)C2CCC13CS(=O)(=O)NC3C2,False,False,True,C=Cc1ccccc1CI.CC1(C)C2CCC13CS(=O)(=O)N(C(=O)CN=C(S(C)(=O)=O)S(C)(=O)=O)C3C2,True,True,True
66,O=c1ccc2cc(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OCc3ccccc3)cc2o1,C1COCCOCCOCCOCCOCCO1.ClCc1ccccc1.O=C([O-])[O-].[K+].[K+].O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1.[I-].[K+],O=c1ccc(O)ccc1O.BrCc1ccccc1.OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,False,False,True,BrCc1ccccc1.O=c1ccc2cc(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,False,False,True,O=c1ccc2cc(OCc3ccccc3)c(O)cc2o1.OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,False,False,True,BrCc1ccccc1.O=c1ccc2cc(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,False,False,True
67,O=C1c2ccccc2C(=O)N1CCCCCCSc1cccc2nccn12,CCN(CC)CC.O=C1c2ccccc2C(=O)N1CCCCCCBr.Sc1cccc2nccn12,O=C1NC(=O)c2ccccc21.BrCCCCCCSc1cccc2nccn12,False,False,True,Sc1cccc2nccn12.O=C1c2ccccc2C(=O)N1CCCCCCBr,False,False,True,O=C1c2ccccc2C(=O)N1CCCCCCBr.Sc1cccc2nccn12,False,False,True,O=C1c2ccccc2C(=O)N1CCCCCCBr.Sc1cccc2nccn12,False,False,True
68,C[C@H]1CNCCN1S(=O)(=O)c1cccc(-c2ccnc(NCCc3cccc(F)c3)n2)c1,C[C@H]1CN(C(=O)OC(C)(C)C)CCN1S(=O)(=O)c1cccc(-c2ccnc(Cl)n2)c1.NCCc1cccc(F)c1,C[C@H]1CNCCN1.O=S(=O)(Cl)c1cccc(-c2ccnc(NCCc3cccc(F)c3)n2)c1,False,False,True,C[C@H]1CN(C(=O)OC(C)(C)C)CCN1S(=O)(=O)c1cccc(-c2ccnc(NCCc3cccc(F)c3)n2)c1,False,False,True,C[C@H]1CNCCN1.O=S(=O)(Cl)c1cccc(-c2ccnc(NCCc3cccc(F)c3)n2)c1,False,False,True,C[C@H]1CN(C(=O)OC(C)(C)C)CCN1S(=O)(=O)c1cccc(-c2ccnc(NCCc3cccc(F)c3)n2)c1,False,False,True
69,Clc1ccc(Nc2nnc(NCCCOc3cccc(CN4CCCCC4)c3)o2)cc1,O=C(NCCCOc1cccc(CN2CCCCC2)c1)NNC(=O)Nc1ccc(Cl)cc1.O=P(Cl)(Cl)Cl,Nc1ccc(Cl)cc1.Nc1nnc(NCCCOc2cccc(CN3CCCCC3)c2)o1,False,False,True,O=C(NCCCOc1cccc(CN2CCCCC2)c1)NNC(=O)Nc1ccc(Cl)cc1,False,True,True,Clc1ccc(Br)cc1.Nc1nnc(NCCCOc2cccc(CN3CCCCC3)c2)o1,False,False,True,O=C(NCCCOc1cccc(CN2CCCCC2)c1)NNC(=O)Nc1ccc(Cl)cc1,False,True,True
70,O=C1C2CCC(CC2)C(=O)N1CCCCN1CCN(c2ncccn2)CC1,NCCCCN1CCN(c2ncccn2)CC1.O=C1OC(=O)C2CCC1CC2,O=C1CC2CCC(CC2)C(=O)O1.CCN(CCC1CCCCCN1)c1ncccn1,False,False,True,NCCCCN1CCN(c2ncccn2)CC1.O=C1OC(=O)C2CCC1CC2,True,True,True,NCCCCN1CCN(c2ncccn2)CC1.O=C1OC(=O)C2CCC1C2,False,False,True,NCCCCN1CCN(c2ncccn2)CC1.O=C1OC(=O)C2CCC1CC2,True,True,True
71,CCNC(=O)NNC(=S)NCCCOc1cccc(CN2CCCCC2)c1,CCN=C=O.NNC(=S)NCCCOc1cccc(CN2CCCCC2)c1,CCNC(=O)NN.N=C=[SH]NCCCOc1cccc(CN2CCCCC2)c1,False,False,True,CCN=C=O.NNC(=S)NCCCOc1cccc(CN2CCCCC2)c1,True,True,True,CCNC(=O)NN.S=C=NCCCOc1ccccc1CN1CCCCC1,False,False,True,CCN=C=O.NNC(=S)NCCCOc1cccc(CN2CCCCC2)c1,True,True,True
72,CC(=O)OCC(CO)CCn1cnc2cnc(N)nc21,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O.O=C([O-])[O-].[K+].[K+],CC(=O)OC(C)=O.Nc1ncc2ncn(CCC(CO)CO)c2n1,False,False,True,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,False,True,True,CC(=O)OC(C)=O.Nc1ncc2ncn(CCC(CO)CO)c2n1,False,False,True,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,False,True,True
73,Cc1ccc(CSC2=N[C@@H](c3ccccc3)[C@@H](c3ccccc3)N2)cc1.Cl,Cc1ccc(CCl)cc1.S=C1N[C@H](c2ccccc2)[C@H](c2ccccc2)N1,Cc1ccc(S)cc1.ClN1C=N[C@@H](c2ccccc2)[C@H]1c1ccccc1,False,False,True,Cc1ccc(CCl)cc1.S=C1N[C@H](c2ccccc2)[C@H](c2ccccc2)N1,True,True,True,Cc1ccc(S)cc1Cl.BrCC1=N[C@@H](c2ccccc2)[C@@H](c2ccccc2)N1,False,False,True,Cc1ccc(CCl)cc1.S=C1N[C@H](c2ccccc2)[C@H](c2ccccc2)N1,True,True,True
74,C[Si](C)(C)CCOCn1nc(-c2ccnc(C3CC3)n2)cc(-c2nc3ccccc3n2COCC[Si](C)(C)C)c1=O,C[Si](C)(C)CCOCn1nc(-c2ccnc(Cl)n2)cc(-c2nc3ccccc3n2COCC[Si](C)(C)C)c1=O.O=P([O-])([O-])[O-].[K+].[K+].[K+].OB(O)C1CC1,,False,False,False,C[Si](C)(C)CCOCn1nc(-c2ccnc(Cl)n2)cc(-c2nc3ccccc3n2COCC[Si](C)(C)C)c1=O.OB(O)C1CC1,False,True,True,O=c1c(-c2nc3ccccc3n2CO)cc(-c2ccnc(C3CC3)n2)nn1CCCl.C[Si](C)(C)CCO,False,False,True,C[Si](C)(C)CCOCn1nc(-c2ccnc(Cl)n2)cc(-c2nc3ccccc3n2COCC[Si](C)(C)C)c1=O.OB(O)C1CC1,False,True,True
75,Nc1nc(Sc2ccccc2)ccc1[N+](=O)[O-],Nc1nc(Cl)ccc1[N+](=O)[O-].[Na+].[S-]c1ccccc1,Nc1nc(Br)ccc1[N+](=O)[O-].Sc1ccccc1,False,False,True,Nc1nc(Cl)ccc1[N+](=O)[O-].[Na+].[S-]c1ccccc1,True,True,True,Nc1nc(Cl)ccc1[N+](=O)[O-].Sc1ccccc1,False,False,True,Nc1nc(Cl)ccc1[N+](=O)[O-].[Na+].[S-]c1ccccc1,True,True,True
76,O=[N+]([O-])c1c(F)cc(Cl)c2nc(Cl)sc12,Fc1cc(Cl)c2nc(Cl)sc2c1.O=[N+]([O-])O,Nc1cc(Cl)cc(F)c1[N+](=O)[O-].O=C(Cl)Cl,False,False,True,Fc1cc(Cl)c2nc(Cl)sc2c1.O=[N+]([O-])O,True,True,True,Fc1cc(Cl)c2nc(Cl)sc2c1.O=[N+]([O-])O,True,True,True,Fc1cc(Cl)c2nc(Cl)sc2c1.O=[N+]([O-])O,True,True,True
77,CC(=O)Nc1cc([N+](=O)[O-])c(Cl)cc1F,CC(=O)Nc1ccc(Cl)cc1F.O=[N+]([O-])O,CC(=O)Cl.Nc1cc([N+](=O)[O-])c(Cl)cc1F,False,False,True,CC(=O)Nc1ccc(Cl)cc1F.O=S(=O)(O)O.O=[N+]([O-])O,False,True,True,Nc1cc([N+](=O)[O-])c(Cl)cc1F.CC(=O)Cl,False,False,True,CC(=O)Nc1ccc(Cl)cc1F.O=[N+]([O-])O,True,True,True
78,CCCc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1,CCCc1nc2cccc(C(=O)OC)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1.Cl.[Na+].[OH-],,False,False,False,CCCc1nc2cccc(C(=O)OC)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1,False,True,True,CCCc1nc2cccc(C(=O)OC(C)(C)C)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1.O=C(O)C(F)(F)F,False,False,True,CCCc1nc2cccc(C(=O)OC)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1,False,True,True
79,CC(=O)O.CC(=O)[O-].[Na+],CC(=O)[O-].[Na+].[Na+].[OH-],CC(=O)O.[Na+].[OH-],False,False,True,CC(=O)O.[Na+].[OH-],False,False,True,CC(=O)OC(C)=O.[OH][Na],False,False,True,CC(=O)O.[Na+].[OH-],False,False,True
80,CN(C)CCS(=O)(=O)N(C)c1ccc(N/C(=C2\C(=O)Nc3ccccc32)c2ccccc2)cc1,CCOC(=C1C(=O)Nc2ccccc21)c1ccccc1.CN(C)CCS(=O)(=O)N(C)c1ccc(N)cc1,CN(C)CCS(=O)(=O)Nc1ccc(N)cc1.O=C(c1ccccc1)c1ccccc1,False,False,True,CCOC(=C1C(=O)N(C(C)=O)c2ccccc21)c1ccccc1.CN(C)CCS(=O)(=O)N(C)c1ccc(N)cc1,False,False,True,CN(C)CCS(=O)(=O)Cl.CN(C)c1ccc(N/C(=C2\C(=O)Nc3ccccc32)c2ccccc2)cc1,False,False,True,CN(C)CCS(=O)(=O)N(C)c1ccc(N)cc1.O=C1C(=C(Cl)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1,False,False,True
81,Fc1cccc(F)c1CNc1cc2c3c(c1)[C@@H]1CNCC[C@@H]1N3CCSC2,CC(C)(C)OC(=O)N1CC[C@H]2[C@@H](C1)c1cc(N)cc3c1N2CCSC3.O=Cc1c(F)cccc1F,Fc1cccc(F)c1CCl.Nc1cc2c3c(c1)[C@@H]1CNCC[C@@H]1N3CCSC2,False,False,True,CC(C)(C)OC(=O)N1CC[C@H]2[C@@H](C1)c1cc(N)cc3c1N2CCSC3.O=Cc1c(F)cccc1F,True,True,True,Fc1cccc(F)c1CBr.Nc1cc2c3c(c1)[C@@H]1CNCC[C@@H]1N3CCSC2,False,False,True,CC(C)(C)OC(=O)N1CC[C@H]2[C@@H](C1)c1cc(N)cc3c1N2CCSC3.O=Cc1c(F)cccc1F,True,True,True
82,CS(=O)(=O)c1ccccc1S(=O)(=O)Nc1ccc2[nH]nc(-c3cccs3)c2c1,CC(C)(C)OC(=O)N(c1ccc2c(c1)c(I)nn2C(=O)OC(C)(C)C)S(=O)(=O)c1ccccc1S(C)(=O)=O.O=C([O-])O.[Na+].OB(O)c1cccs1,CS(=O)(=O)c1ccc(S(=O)(=O)Cl)cc1.Nc1ccc2[nH]nc(-c3cccs3)c2c1,False,False,True,CC(C)(C)OC(=O)n1nc(I)c2cc(NS(=O)(=O)c3ccccc3S(C)(=O)=O)ccc21.OB(O)c1cccs1,False,False,True,CS(=O)(=O)c1ccccc1S(=O)(=O)Cl.Nc1ccc2[nH]nc(-c3cccs3)c2c1,False,False,True,CC(C)(C)OC(=O)n1nc(I)c2cc(NS(=O)(=O)c3ccccc3S(C)(=O)=O)ccc21.OB(O)c1cccs1,False,False,True
83,NS(=O)(=O)c1ccccc1CN1CCCC1,C1CCNC1.NS(=O)(=O)c1ccccc1CCl,NS(=O)(=O)c1ccc(C=O)cc1.C1CCNC1,False,False,True,O=S(=O)(Cl)c1ccccc1CN1CCCC1.[NH4+],False,False,True,O=S(=O)(Cl)c1ccccc1CN1CCCC1.N,False,False,True,C1CCNC1.NS(=O)(=O)c1ccccc1CCl,True,True,True
84,O=C1CC(=O)NC(=O)N1,C(=NC1CCCCC1)=NC1CCCCC1.C=CCC1(C(C)CC(=O)O)C(=O)NC(=O)NC1=O.O=[N+]([O-])c1ccc(O)cc1,NC(N)=O.O=C(O)C(=O)O,False,False,True,O=C1CC(=O)NC(=O)N1.O=C1CC(=O)NC(=O)N1,False,False,True,NC(N)=O.O=C(Cl)CC(=O)Cl,False,False,True,O=C1CC(=O)NC(=O)N1.O=C1CC(=O)NC(=O)N1,False,False,True
85,COC(=O)C1CCN(c2ccc(Br)cc2)C1,Brc1ccc(Br)cc1.COC(=O)C1CCNC1,Brc1cccc(N2CCCC2)c1.COC(=O)CCl,False,False,True,Brc1ccc(Br)cc1.COC(=O)C1CCNC1,True,True,True,O=C(O)C1CCN(c2ccc(Br)cc2)C1.CO,False,False,True,Brc1ccc(Br)cc1.COC(=O)C1CCNC1,True,True,True
86,Cc1[nH]cnc1CSCCNC(=C[N+](=O)[O-])NCCCNC(=NC#N)NCCSCc1ccccn1,CSC(=C[N+](=O)[O-])NCCSCc1nc[nH]c1C.CSC(=NCCSCc1ccccn1)NC#N.NCCCNC(=O)c1ccccc1,,False,False,False,CSC(=C[N+](=O)[O-])NCCSCc1nc[nH]c1C.N#CNC(=NCCSCc1ccccn1)NCCCN,False,False,True,Cc1[nH]cnc1CSCCN=C(N)N[O-].N#CN=C(NCCCN)NCCSCc1ccccn1,False,False,True,CSC(=C[N+](=O)[O-])NCCSCc1nc[nH]c1C.N#CNC(=NCCSCc1ccccn1)NCCCN,False,False,True
87,CCOC(=O)COc1ccc(C(C)=O)cc1C,CC(=O)c1ccc(O)c(C)c1.CCOC(=O)CBr.O=C([O-])[O-].[Cs+].[Cs+],CC(=O)c1ccc(O)c(C)c1.CCOC(=O)CBr,False,True,True,CCOC(=O)CBr.Cc1cc(C(C)=O)ccc1O,False,True,True,CC(=O)c1ccc(O)c(C)c1.CCOC(=O)CCl,False,False,True,CC(=O)c1ccc(O)c(C)c1.CCOC(=O)CBr,False,True,True
88,CCN(CC)c1ccc(C(=O)c2ccccc2C(=O)O)c(C)c1,CCN(CC)c1cccc(C)c1.Clc1ccccc1.O=C1OC(=O)c2ccccc21.[Al+3].[Cl-].[Cl-].[Cl-],CCN(CC)c1ccc(C)cc1.O=C(O)c1ccc(C(=O)Cl)cc1,False,False,True,CCN(CC)c1cccc(C)c1.O=C1OC(=O)c2ccccc21,False,False,True,CCN(CC)c1ccc(C)cc1.O=Cc1ccc(C(=O)Cl)cc1,False,False,True,CCN(CC)c1cccc(C)c1.O=C1OC(=O)c2ccccc21,False,False,True
89,Cl.N#Cc1cncc2cccc(O[C@H]3CC[C@H](NCCO)CC3)c12,BrCCOC1CCCCO1.Cl.N#Cc1cncc2cccc(O[C@H]3CC[C@H](N)CC3)c12,Oc1cccc2cncc(Cl)c12.OCCNC1CC[CH]CC1,False,False,True,Cl.N#Cc1cncc2cccc(O[C@H]3CC[C@H](NCCO)CC3)c12,False,False,True,N#Cc1cncc2cccc(O)c12.OCCN[C@H]1CC[C@H](Br)CC1,False,False,True,N#Cc1cncc2cccc(O[C@H]3CC[C@H](N)CC3)c12.OCCBr,False,False,True
90,[Cl-].[Cl-].[Zr+2].c1cc[cH-]c1.c1cc[cH-]c1,CC(C)c1ccccc1.[Al+3].[Cl-].[Cl-].[Cl-].[Al].[Cl-].[Cl-].[Cl-].[Cl-].[Zr+4],[Li][c]1ccccc1.[Cl][Zr]([Cl])([Cl])[Cl],False,False,True,Cc1ccccc1.[Cl-].[Cl-].[Cl-].[Cl-],False,False,True,[Cl][Zr][Cl].[Li+].[C-]c1ccccc1.[Li+].[C-]c1ccccc1,False,False,True,C1=CCC=C1.[Al+3].[Cl-].[Cl-].[Cl-],False,False,True
91,COC(=O)/C=C(\Nc1ccccc1C#N)C(=O)OC,COC(=O)C#CC(=O)OC.N#Cc1ccccc1N,COC(=O)CC(=O)OC.C=Nc1ccccc1C#N,False,False,True,COC(=O)C#CC(=O)OC.N#Cc1ccccc1N,True,True,True,COC(=O)C#CC(=O)OC.N#Cc1ccc(N)cc1,False,False,True,COC(=O)C#CC(=O)OC.N#Cc1ccccc1N,True,True,True
92,Cc1cc(N2CCOCC2)cc(C)c1NC(=O)CC1CCCC1,C1COCCN1.Cc1cc(Br)cc(C)c1NC(=O)CC1CCCC1,Cc1cc(N2CCOCC2)cc(C)c1N.O=C(Cl)CC1CCCC1,False,False,True,Cc1cc(N2CCOCC2)cc(C)c1N.O=C(Cl)CC1CCCC1,False,False,True,Cc1cc(N2CCOCC2)cc(C)c1N.O=C(Cl)CC1CCCC1,False,False,True,Cc1cc(N2CCOCC2)cc(C)c1N.O=C(Cl)CC1CCCC1,False,False,True
