index,product_smiles,ground_truth_reactants,predicted_reactants_chemllm_20b_gguf,exact_match_chemllm_20b_gguf,core_exact_match_chemllm_20b_gguf,valid_chemllm_20b_gguf,predicted_reactants_cot_no_rag,exact_match_cot_no_rag,core_exact_match_cot_no_rag,valid_cot_no_rag,predicted_reactants_hybrid_rag_rerank,exact_match_hybrid_rag_rerank,core_exact_match_hybrid_rag_rerank,valid_hybrid_rag_rerank,predicted_reactants_rag_cot,exact_match_rag_cot,core_exact_match_rag_cot,valid_rag_cot,predicted_reactants_reactiont5v2,exact_match_reactiont5v2,core_exact_match_reactiont5v2,valid_reactiont5v2
40,CCCCCCCOc1ccc(Cc2nc3cc(CN(CC(=O)OC(C)(C)C)C(=O)c4ccc(NC(=O)Cc5ccc(OC)cc5)cc4)ccc3[nH]2)cc1,COc1ccc(CC(=O)Nc2ccc(C(=O)O)cc2)cc1.CCCCCCCOc1ccc(Cc2nc3cc(CNCC(=O)OC(C)(C)C)ccc3[nH]2)cc1,,False,False,False,CCCCCCCO.COc1ccc(CC(=O)Nc2ccc(C(=O)N(CC(=O)OC(C)(C)C)Cc3ccc4[nH]c(Cc5ccc(O)cc5)nc4c3)cc2)cc1,False,False,True,CCCCCCCOc1ccc(Cc2nc3cc(CNCC(=O)OC(C)(C)C)ccc3[nH]2)cc1.COc1ccc(CC(=O)Nc2ccc(C(=O)Cl)cc2)cc1,False,False,True,COc1ccc(CC(=O)Nc2ccc(C(=O)O)cc2)cc1.CN(CCc1nc2ccccc2[nH]1)CC(=O)OC(C)(C)C,False,False,True,CCCCCCCOc1ccc(Cc2nc3cc(CNCC(=O)OC(C)(C)C)ccc3[nH]2)cc1.COc1ccc(CC(=O)Nc2ccc(C(=O)O)cc2)cc1,True,True,True
41,Clc1ccc(-c2cc(Cn3ccnc3)no2)s1,Clc1ccc(-c2cc(CBr)no2)s1.c1c[nH]cn1,,False,False,False,Clc1cccs1.OBOc1cc(Cn2ccnc2)no1,False,False,True,Clc1ccc(-c2cc(CBr)no2)s1.c1c[nH]cn1,True,True,True,,False,False,False,Clc1ccc(-c2cc(CBr)no2)s1.c1c[nH]cn1,True,True,True
42,CC1NC2=NCCN2C1c1ccccc1,CC(NC1=NCCN1)C(O)c1ccccc1,CC1NC2=NCCN2C1c1ccccc1,False,False,True,c1ccc(C2CNC3=NCCN32)cc1.CI,False,False,True,CC(NC1=NCCN1)C(O)c1ccccc1.O=S(=O)(O)O,False,True,True,O=CCc1ccccc1.CNCCCN,False,False,True,CC(NC1=NCCN1)C(O)c1ccccc1,True,True,True
43,NC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccncc2F)C1,CC(=O)NC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccncc2F)C1,CC(C)(C)OC(=O)N1CCC(N)C1.O=C(O)c1cn(-c2ccncc2F)c2cc(F)c(F)cc2c1=O,False,False,True,NC1CCNC1.O=C(O)c1cn(-c2ccncc2F)c2ccc(F)cc2c1=O,False,False,True,CC(=O)NC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccncc2F)C1,True,True,True,CC(=O)NC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccncc2F)C1,True,True,True,CC(=O)NC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccncc2F)C1,True,True,True
44,O=C(O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,CCOC(=O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,CC(C)(C)OC(=O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,False,False,True,O=C(O)CBr.O=c1[nH]c2ccccc2n1C1CCNCC1,False,False,True,CCOC(=O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,True,True,True,CCOC(=O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1.[Na+].[OH-],False,True,True,CCOC(=O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,True,True,True
45,C=C[C@@H](C)C[C@H]1O[C@@H]1[C@H](C)[C@@H](O)CC,C=C[C@@H](C)C[C@H]1O[C@@H]1[C@H](C)[C@H](CC)O[Si](C)(C)C(C)(C)C,C=C[C@@H](C)C[C@H]1O[C@@H]1[C@H](C)[C@@H](O)CC,False,False,True,C=C[C@@H](C)CC=C[C@H](C)[C@@H](O)CC,False,False,True,C=C[C@@H](C)C[C@H]1O[C@@H]1[C@H](C)[C@@H](CC)O[Si](C)(C)C(C)(C)C,False,False,True,C=C[C@@H](C)C[C@H]1C=C1[C@H](C)[C@@H](O)CC,False,False,True,C=C[C@@H](C)C[C@H]1O[C@@H]1[C@H](C)[C@@H](CC)O[Si](C)(C)C(C)(C)C,False,False,True
46,CC(Br)C(=O)c1cc2cc(F)ccc2s1,CC(Br)C(=O)Cl.Fc1ccc2sccc2c1,,False,False,False,Fc1ccc2sccc2c1.CC(Br)C(=O)Cl,True,True,True,CCC(=O)c1cc2cc(F)ccc2s1.C[N+](C)(C)c1ccccc1,False,False,True,CC(Br)C(=O)Cl.Fc1ccc2sccc2c1,True,True,True,CCC(=O)c1cc2cc(F)ccc2s1.C[N+](C)(C)c1ccccc1,False,False,True
47,Nc1ccc2c(c1)OCC2,O=[N+]([O-])c1ccc2c(c1)OCC2,O=C1C=CC2=CC(=O)OC(=O)C2=C1,False,False,True,Brc1ccc2c(c1)OCC2.Nc1ccccc1,False,False,True,O=[N+]([O-])c1ccc2c(c1)OCC2,True,True,True,O=[N+]([O-])c1ccc2c(c1)OCC2,True,True,True,O=[N+]([O-])c1ccc2c(c1)OCC2,True,True,True
48,CC(C)(C)c1ccc(NC(=O)c2cccnc2SC(NC(=O)CN2CCOCC2)c2ccncc2)cc1,CC(C)(C)c1ccc(NC(=O)c2cccnc2SC(NC(=O)CCl)c2ccncc2)cc1.C1COCCN1,,False,False,False,,False,False,False,CC(C)(C)c1ccc(NC(=O)c2cccnc2SC(NC(=O)CCl)c2ccncc2)cc1.C1COCCN1,True,True,True,CC(C)(C)c1ccc(N)cc1.O=Cc1cccnc1SC(NC(=O)CN1CCOCC1)c1ccncc1,False,False,True,C1COCCN1.CC(C)(C)c1ccc(NC(=O)c2cccnc2SC(NC(=O)CCl)c2ccncc2)cc1,True,True,True
49,Cc1cncc(-c2cccc(C(=O)CC(=O)Nc3cc(C)c(Cl)cc3NC(=O)OC(C)(C)C)c2)n1,Cc1cncc(-c2cccc(C(=O)CC(=O)OC(C)(C)C)c2)n1.Cc1cc(N)c(NC(=O)OC(C)(C)C)cc1Cl,,False,False,False,Cc1cncc(-c2cccc(C(=O)CC(=O)Cl)c2)n1.Cc1ccc(NC(=O)OC(C)(C)C)cc1Cl,False,False,True,Cc1cc(N)c(NC(=O)OC(C)(C)C)cc1Cl.Cc1cncc(-c2cccc(C(=O)CC(=O)OC(C)(C)C)c2)n1,True,True,True,Cc1cncc(-c2cccc(C(=O)CC(=O)O)c2)n1.Cc1cc(N)c(NC(=O)OC(C)(C)C)cc1Cl,False,False,True,Cc1cc(N)c(NC(=O)OC(C)(C)C)cc1Cl.Cc1cncc(-c2cccc(C(=O)CC(=O)OC(C)(C)C)c2)n1,True,True,True
50,O=C1OC(=O)C23CCCC12C1C=CC3C1,C1=CCC=C1.O=C1OC(=O)C2=C1CCC2,C1=CC2CC1C2C1C2C=CC2C1C1C=CC2C(C3C=CC3C3C4C=CC3C4C3C4C=CC4C3C3C=CC4C(C5C=CC5C5C6C=CC5C6C5C6C=CC6C5C5C=CC6C(C7C=CC7C7C8C=CC7C8C7C8C=CC8C7C7C=CC8C(C9C=CC9C9C=CC%10C%11CC%10C9%11)C87)C65)C43)C21,False,False,True,O=C1C=CC(=O)O1.C1=CCC=C1,False,False,True,C1=CCC=C1.O=C1OC(=O)C2=C1CCC2,True,True,True,O=C1C=CC(=O)O1.C1=CCC=C1,False,False,True,C1=CCC=C1.O=C1OC(=O)C2=C1CCC2,True,True,True
51,CCOC(=O)c1ccc(-c2ccc(OCCO)cc2)cc1,CCOC(=O)COc1ccc(-c2ccc(C(=O)OCC)cc2)cc1,,False,False,False,CCOC(=O)c1ccc(Br)cc1.OBOc1ccc(OCCO)cc1,False,False,True,CCOC(=O)c1ccc(-c2ccc(O)cc2)cc1.OCCBr,False,False,True,CCOC(=O)c1ccc(Br)cc1.OCCOc1ccc(B(O)O)cc1,False,False,True,CCOC(=O)c1ccc(-c2ccc(OCCO[Si](C)(C)C(C)(C)C)cc2)cc1,False,False,True
52,Cc1nn(CCN)c(C)c1Oc1ccc(Cl)cc1,NCCCl.Cc1n[nH]c(C)c1Oc1ccc(Cl)cc1,CC1=CC(=O)N(CCNC(=O)C(F)(F)F)C1=O,False,False,True,Cc1nn(CCN)c(C)c1Br.Oc1ccc(Cl)cc1,False,False,True,Cc1n[nH]c(C)c1Oc1ccc(Cl)cc1.NCCCl,True,True,True,Oc1ccc(Cl)cc1.Cc1nn(CCN)c(C)c1Cl,False,False,True,Cc1n[nH]c(C)c1Oc1ccc(Cl)cc1.NCCCl,True,True,True
53,NC(=O)c1[nH]c2ccccc2c1-c1ccc(NS(=O)(=O)c2cc(C(F)(F)F)ccc2F)cc1,O=S(=O)(Cl)c1cc(C(F)(F)F)ccc1F.NC(=O)c1[nH]c2ccccc2c1-c1ccc(N)cc1,,False,False,False,NC(=O)c1cc2ccccc2[nH]1.O=S(=O)(Nc1ccc(Br)cc1)c1cc(C(F)(F)F)ccc1F,False,False,True,NC(=O)c1[nH]c2ccccc2c1-c1ccc(N)cc1.O=S(=O)(Cl)c1cc(C(F)(F)F)ccc1F,True,True,True,NC(=O)c1[nH]c2ccccc2c1Br.O=S(=O)(Nc1ccc(OBO)cc1)c1cc(C(F)(F)F)ccc1F,False,False,True,NC(=O)c1[nH]c2ccccc2c1-c1ccc(N)cc1.O=S(=O)(Cl)c1cc(C(F)(F)F)ccc1F,True,True,True
54,C[C@@H](c1ccc(-c2ccnc(N3CCOCC3)n2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,Brc1ccnc(N2CCOCC2)n1.C[C@@H](c1ccc(B2OC(C)(C)C(C)(C)O2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,,False,False,False,C[C@H](NCC(C)(C)O)c1ccc(-c2ccnc(N3CCOCC3)n2)cc1.O=C(Cl)Cl,False,False,True,Brc1ccnc(N2CCOCC2)n1.C[C@@H](c1ccc(B2OC(C)(C)C(C)(C)O2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,True,True,True,C[C@@H](c1ccc(B(O)OC(C)(C)C(C)(C)O)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O.Brc1ccnc(N2CCOCC2)n1,False,False,True,Brc1ccnc(N2CCOCC2)n1.C[C@@H](c1ccc(B2OC(C)(C)C(C)(C)O2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,True,True,True
55,COC[C@@H]1CN(CCN2CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@H](Cc3ccc(C)c(NCN4C(=O)CCC4O)c3)C2)CCO1,COC[C@@H]1CN(CCN2CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@H](Cc3ccc(C)c(NCN4C(=O)CCC4=O)c3)C2)CCO1,,False,False,False,COC[C@@H]1CNCCO1.Cc1ccc(C[C@@H]2CN(CCBr)CCN2C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1NCN1C(=O)CCC1O,False,False,True,COC[C@@H]1CN(CCN2CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@H](Cc3ccc(C)c(NCN4C(=O)CCC4O)c3)C2)CCO1,False,False,True,COC[C@@H]1CN(CCN2CCN[C@H](Cc3ccc(C)c(NCN4C(=O)CCC4O)c3)C2)CCO1.O=C(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,False,False,True,COC[C@@H]1CN(CCN2CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@H](Cc3ccc(C)c(NCN4C(=O)CCC4=O)c3)C2)CCO1,True,True,True
56,CC(CNc1ccc2c(c1)OCO2)N1CCN(c2ccccn2)CC1,CC(C(=O)Nc1ccc2c(c1)OCO2)N1CCN(c2ccccn2)CC1,CC(CNc1ccc2c(c1)OCO2)N1CCNCC1,False,False,True,CC(CNc1ccc2c(c1)OCO2)N1CCNCC1.Brc1cccnc1,False,False,True,CC(C(=O)Nc1ccc2c(c1)OCO2)N1CCN(c2ccccn2)CC1,True,True,True,CCN1CCN(c2ccccn2)CC1.BrCc1cccc2c1OCO2,False,False,True,CC(C(=O)Nc1ccc2c(c1)OCO2)N1CCN(c2ccccn2)CC1,True,True,True
57,O=C(O)c1cc(-c2csc(NC(=O)N(CCC(c3ccccc3)c3ccccc3)CCN3CCOCC3)n2)on1,CCOC(=O)c1cc(-c2csc(NC(=O)N(CCC(c3ccccc3)c3ccccc3)CCN3CCOCC3)n2)on1,,False,False,False,Nc1nc(-c2cc(C(=O)O)no2)cs1.c1ccc(C(CCNCCN2CCOCC2)c2ccccc2)cc1,False,False,True,CCOC(=O)c1cc(-c2csc(NC(=O)N(CCC(c3ccccc3)c3ccccc3)CCN3CCOCC3)n2)on1,True,True,True,O=C(O)c1cc(-c2cscn2)on1.c1ccc(C(CCNCCN2CCOCC2)c2ccccc2)cc1.N=C=O,False,False,True,CCOC(=O)c1cc(-c2csc(NC(=O)N(CCC(c3ccccc3)c3ccccc3)CCN3CCOCC3)n2)on1,True,True,True
58,Cc1cncc(-c2ccc3c(n2)N(C(=O)Nc2cnccn2)[C@H]2CCN3C2)c1,O=C(Nc1cnccn1)N1c2nc(Cl)ccc2N2CC[C@H]1C2.Cc1cncc(B(O)O)c1,,False,False,False,Cc1cncc(-c2ccc3c(n2)N[C@H]2CCN3C2)c1.O=C=Nc1cccnc1,False,False,True,Cc1cncc(B(O)O)c1.O=C(Nc1cnccn1)N1c2nc(Cl)ccc2N2CC[C@H]1C2,True,True,True,Cc1cncc(-c2ccc3c(n2)N[C@H]2CCN3C2)c1.c1cnccn1,False,False,True,Cc1cncc(B(O)O)c1.O=C(Nc1cnccn1)N1c2nc(Cl)ccc2N2CC[C@H]1C2,True,True,True
59,Cc1ccc(-c2ccnc(Cl)c2)n1CC(=O)OCc1ccccc1,CC(=O)CCC(=O)c1ccnc(Cl)c1.NCC(=O)OCc1ccccc1,,False,False,False,Cc1ccc(-c2ccnc(Cl)c2)n1CC(=O)Cl.OCc1ccccc1,False,False,True,CC(=O)CCC(=O)c1ccnc(Cl)c1.NCC(=O)OCc1ccccc1,True,True,True,,False,False,False,CC(=O)CCC(=O)c1ccnc(Cl)c1.NCC(=O)OCc1ccccc1,True,True,True
60,CC(C)(C)OC(=O)c1cc(OC(C)(C)C)c(C(=O)O)s1,CCOC(=O)c1sc(C(=O)OC(C)(C)C)cc1OC(C)(C)C,CC(C)(C)OC(=O)c1cc(O)c(C(=O)O)s1.CC(C)(C)O,False,False,True,O=C(O)c1cc(O)c(C(=O)O)s1.CC(C)(C)O,False,False,True,CCOC(=O)c1sc(C(=O)OC(C)(C)C)cc1OC(C)(C)C,True,True,True,CC(C)(C)OC(=O)c1cc(O)c(C(=O)O)s1.CC(C)(C)Br,False,False,True,CCOC(=O)c1sc(C(=O)OC(C)(C)C)cc1OC(C)(C)C,True,True,True
61,Cc1nnc(-c2ccc3occ(-c4ccc(C(=O)N5CCCC5)c(F)c4)c3c2)o1,Cc1nnc(-c2ccc3occ(-c4ccc(C(=O)O)c(F)c4)c3c2)o1.C1CCNC1,,False,False,False,Cc1nnc(-c2ccc3occ(-c4ccc(C(=O)O)c(F)c4)c3c2)o1.C1CCNC1,True,True,True,C1CCNC1.Cc1nnc(-c2ccc3occ(-c4ccc(C(=O)O)c(F)c4)c3c2)o1,True,True,True,NNC(=O)c1ccc2occ(-c3ccc(C(=O)N4CCCC4)c(F)c3)c2c1.COC(=O)OC,False,False,True,C1CCNC1.Cc1nnc(-c2ccc3occ(-c4ccc(C(=O)O)c(F)c4)c3c2)o1,True,True,True
62,CC(C)c1ccc(Br)cc1,C=C(C)c1ccc(Br)cc1,CC(C)c1ccc(Br)cc1,False,False,True,Brc1ccccc1.CC(C)Cl,False,False,True,BrBr.CC(C)c1ccccc1,False,False,True,C=C(C)c1ccc(Br)cc1.[H][H],False,True,True,CC(C)c1ccccc1.O=C1CCC(=O)N1Br,False,False,True
63,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)O)cc1,CC(C)(C)c1ccc(S(=O)(=O)Cl)cc1.Nc1ccc(Cl)cc1C(=O)O,,False,False,False,CC(C)(C)c1ccc(S(=O)(=O)Cl)cc1.Nc1ccc(Cl)cc1C(=O)O,True,True,True,CC(C)(C)c1ccc(S(=O)(=O)Cl)cc1.Nc1ccc(Cl)cc1C(=O)O,True,True,True,CC(C)(C)c1ccc(S(=O)(=O)Cl)cc1.Nc1ccc(Cl)cc1C(=O)O,True,True,True,CC(C)(C)c1ccc(S(=O)(=O)Cl)cc1.Nc1ccc(Cl)cc1C(=O)O,True,True,True
64,CN1CCN(C(=O)OC2c3ccccc3C(=O)N2c2ccc3ncccc3n2)CC1,CN1CCN(C(=O)Cl)CC1.O=C1c2ccccc2C(O)N1c1ccc2ncccc2n1,,False,False,False,CN1CCNCC1.O=C(Cl)OC1c2ccccc2C(=O)N1c1ccc2ncccc2n1,False,False,True,CN1CCN(C(=O)Cl)CC1.O=C1c2ccccc2C(O)N1c1ccc2ncccc2n1,True,True,True,CN1CCN(C(=O)Cl)CC1.O=C1c2ccccc2C(O)N1c1ccc2ncccc2n1,True,True,True,CN1CCN(C(=O)Cl)CC1.O=C1c2ccccc2C(O)N1c1ccc2ncccc2n1,True,True,True
65,O=C(OCc1cc2ccccc2o1)Oc1ccc([N+](=O)[O-])cc1,O=C(Cl)Oc1ccc([N+](=O)[O-])cc1.OCc1cc2ccccc2o1,,False,False,False,O=C(Cl)Cl.O=[N+]([O-])c1ccc(O)cc1.OCc1cc2ccccc2o1,False,False,True,O=C(Cl)Oc1ccc([N+](=O)[O-])cc1.OCc1cc2ccccc2o1,True,True,True,O=C(Cl)Oc1ccc([N+](=O)[O-])cc1.OCc1cc2ccccc2o1,True,True,True,O=C(Cl)Oc1ccc([N+](=O)[O-])cc1.OCc1cc2ccccc2o1,True,True,True
66,COc1ccc(Cn2c(=O)c3c(Nc4cccc(C(=O)N5CCC(O)C5)c4)c(C)c(=O)n(C)c3n(-c3ccc(I)cc3F)c2=O)cc1,COc1ccc(Cn2c(=O)c3c(Nc4cccc(C(=O)O)c4)c(C)c(=O)n(C)c3n(-c3ccc(I)cc3F)c2=O)cc1.OC1CCNC1,,False,False,False,COc1ccc(CBr)cc1.Cc1c(Nc2cccc(C(=O)N3CCC(O)C3)c2)c2c(=O)[nH]c(=O)n(-c3ccc(I)cc3F)c2n(C)c1=O,False,False,True,COc1ccc(Cn2c(=O)c3c(Nc4cccc(C(=O)N5CCC(O)C5)c4)c(C)c(=O)n(C)c3n(-c3ccc(I)cc3F)c2=O)cc1,False,False,True,Cc1c(Nc2cccc(C(=O)N3CCC(O)C3)c2)c2c(=O)[nH]c(=O)n(-c3ccc(I)cc3F)c2n(C)c1=O.COc1ccc(CCl)cc1,False,False,True,COc1ccc(Cn2c(=O)c3c(Nc4cccc(C(=O)O)c4)c(C)c(=O)n(C)c3n(-c3ccc(I)cc3F)c2=O)cc1.OC1CCNC1,True,True,True
67,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCC(Oc2ccc([N+](=O)[O-])cc2)CC1,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCC(O)CC1.O=[N+]([O-])c1ccc(O)cc1,CS(=O)(=O)c1ccc(O)c(C(=O)N2CCC(Oc3ccc([N+](=O)[O-])cc3)CC2)c1.CC(C)O,False,False,True,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)O.O=[N+]([O-])c1ccc(OC2CCNCC2)cc1,False,False,True,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCC(O)CC1.O=[N+]([O-])c1ccc(O)cc1,True,True,True,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)O.O=[N+]([O-])c1ccc(OC2CCNCC2)cc1,False,False,True,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCC(O)CC1.O=[N+]([O-])c1ccc(O)cc1,True,True,True
68,Cc1ncc(-c2ncnc(Nc3ccc(C(=O)Nc4ccccc4N)cc3)n2)n1C(C)C,Cc1ncc(-c2ncnc(Nc3ccc(C(=O)O)cc3)n2)n1C(C)C.Nc1ccccc1N,,False,False,False,Cc1ncc(-c2ncnc(Nc3ccc(C(=O)O)cc3)n2)n1C(C)C.Nc1ccccc1,False,False,True,Cc1ncc(-c2ncnc(Nc3ccc(C(=O)O)cc3)n2)n1C(C)C.Nc1ccccc1N,True,True,True,Cc1ncc(-c2ncnc(Nc3ccc(C(=O)Cl)cc3)n2)n1C(C)C.Nc1ccc(N)cc1,False,False,True,Cc1ncc(-c2ncnc(Nc3ccc(C(=O)O)cc3)n2)n1C(C)C.Nc1ccccc1N,True,True,True
69,Cc1cn(CCc2ccccc2N)cn1,Cc1cn(CCc2ccccc2NC(=O)OC(C)(C)C)cn1,Cc1cn(CCc2ccccc2N)cn1,False,False,True,Cc1cnccn1.BrCCc1ccccc1,False,False,True,Cc1cn(CCc2ccccc2[N+](=O)[O-])cn1,False,False,True,Cc1cnc(Cl)cn1.NCCc1ccccc1,False,False,True,Cc1cn(CCc2ccccc2[N+](=O)[O-])cn1,False,False,True
70,CCCc1c(OCCCC(=O)OCC)ccc(C(C)=O)c1OCCOCCOCCOCCBr,BrCCOCCOCCOCCBr.CCCc1c(OCCCC(=O)OCC)ccc(C(C)=O)c1O,CC/C=C/C(=O)OCCCC(=O)OCC,False,False,True,CCCc1c(O)ccc(C(C)=O)c1O.CCOC(=O)CCCBr.CCOCCOCCOCCOCCBr,False,False,True,BrCCOCCOCCOCCBr.CCCc1c(OCCCC(=O)OCC)ccc(C(C)=O)c1O.O=C([O-])[O-],False,True,True,CCCc1c(OCCCC(=O)OCC)ccc(C(C)=O)c1O.BrCCOCCOCCOCCBr,True,True,True,BrCCOCCOCCOCCBr.CCCc1c(OCCCC(=O)OCC)ccc(C(C)=O)c1O,True,True,True
71,Cc1cnc(N2CCN(C(=O)c3cnc(N4CCN(C)C4=O)cn3)CC2)c(C)c1,Cc1cnc(N2CCN(C(=O)c3cnc(Br)cn3)CC2)c(C)c1.CN1CCNC1=O,,False,False,False,CN1CCN(c2cnc(C(=O)O)cn2)C1=O.Cc1nc(C)c(N2CCNCC2)c(C)n1,False,False,True,CI.Cc1cnc(N2CCN(C(=O)c3cnc(N4CCNC4=O)cn3)CC2)c(C)c1,False,False,True,CN1CCN(c2cnc(C(=O)O)cn2)C1=O.C1CNCCN1,False,False,True,CN1CCNC1=O.Cc1cnc(N2CCN(C(=O)c3cnc(Br)cn3)CC2)c(C)c1,True,True,True
72,CCNc1ccc(N)cc1C(=O)Nc1c(C)cc(C(F)(C(F)(F)F)C(F)(F)F)cc1C,CCNc1ccc([N+](=O)[O-])cc1C(=O)Nc1c(C)cc(C(F)(C(F)(F)F)C(F)(F)F)cc1C,,False,False,False,CCNc1ccc(N)cc1C(=O)Cl.Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1N,False,False,True,CCNc1ccc([N+](=O)[O-])cc1C(=O)Nc1c(C)cc(C(F)(C(F)(F)F)C(F)(F)F)cc1C,True,True,True,CCNc1ccc(N)cc1.Cc1cc(C(=O)O)cc(C(F)(C(F)(F)F)C(F)(F)F)c1,False,False,True,CCNc1ccc([N+](=O)[O-])cc1C(=O)Nc1c(C)cc(C(F)(C(F)(F)F)C(F)(F)F)cc1C,True,True,True
73,C1=CCN(c2cccc(Cc3ccccc3)c2)C1,Brc1cccc(N2CC=CC2)c1.[Mg+][CH2]c1ccccc1,c1ccc(Cc2cccc(N3CCCC3)c2)cc1,False,False,True,C1=CNC1.Brc1ccccc1Cc1ccccc1,False,False,True,Brc1cccc(N2CC=CC2)c1.[Mg+]Cc1ccccc1,True,True,True,C1=CCNCC1.Brc1ccc(Cc2ccccc2)cc1,False,False,True,Brc1cccc(N2CC=CC2)c1.[Mg+]Cc1ccccc1,True,True,True
74,C=C(C)COc1ccc(C=O)cc1OC,C=C(C)CCl.COc1cc(C=O)ccc1O,,False,False,False,COc1cc(C=O)ccc1O.CC(C)=CCBr,False,False,True,C=C(C)CCl.COc1cc(C=O)ccc1O,True,True,True,COc1cc(C=O)ccc1O.C=C(C)CBr,False,False,True,C=C(C)CCl.COc1cc(C=O)ccc1O,True,True,True
75,CC(=O)N[C@H](C)c1ccccn1,CC(=O)N[C@H](C)c1ccc(F)cn1,CC(=O)N[C@H](C)c1ccccn1,False,False,True,CC(=O)O.CC(C)Nc1ccccn1,False,False,True,CC(=O)OC(C)=O.C[C@@H](N)c1ccccn1,False,False,True,CC(=O)O.C[C@@H](N)c1ccccn1,False,False,True,CC(=O)Cl.C[C@@H](N)c1ccccn1,False,False,True
76,N#Cc1cnc2c(c1Nc1ccc(Cl)cc1Br)C=C1N=CN=C1C2,N#Cc1cnc2c(c1Cl)C=C1N=CN=C1C2.Nc1ccc(Cl)cc1Br,,False,False,False,N#Cc1cnc2c(c1)C=C1N=CN=C1C2.Nc1ccc(Cl)cc1Br,False,False,True,N#Cc1cnc2c(c1Cl)C=C1N=CN=C1C2.Nc1ccc(Cl)cc1Br,True,True,True,N#Cc1cnc2c(c1N)C=C1N=CN=C1C2.Clc1ccc(Br)cc1,False,False,True,N#Cc1cnc2c(c1Cl)C=C1N=CN=C1C2.Nc1ccc(Cl)cc1Br,True,True,True
77,O=C(O)CCCc1ccc(C2CCCCC2)cc1,O=C(O)CCC(=O)c1ccc(C2CCCCC2)cc1,CC(C)(C)OC(=O)CCCc1ccc(C2CCCCC2)cc1,False,False,True,BrCCc1ccc(C2CCCCC2)cc1.O=C=O,False,False,True,O=C(O)CCC(=O)c1ccc(C2CCCCC2)cc1,True,True,True,O=C(O)CCCc1ccc(Br)cc1.OB(O)C1CCCCC1,False,False,True,O=C(O)CCC(=O)c1ccc(C2CCCCC2)cc1,True,True,True
78,CC(C)CN(C(=O)c1nnn(-c2ccccc2)c1CO)[C@H]1C[C@@H](C(=O)N2CCOCC2)CN(C(=O)OC(C)(C)C)C1,CC(C)CN(C(=O)c1nnn(-c2ccccc2)c1CO)[C@H]1C[C@@H](C(=O)O)CN(C(=O)OC(C)(C)C)C1.C1COCCN1,,False,False,False,CC(C)CN[C@H]1C[C@@H](C(=O)O)CN1.O=Cc1nnn(-c2ccccc2)c1CO.O=CN1CCOCC1.CC(C)(C)OC(=O)Cl,False,False,True,C1COCCN1.CC(C)CN(C(=O)c1nnn(-c2ccccc2)c1CO)[C@H]1C[C@@H](C(=O)O)CN(C(=O)OC(C)(C)C)C1,True,True,True,O=C(O)c1nnn(-c2ccccc2)c1CO.CC(C)CN[C@H]1C[C@@H](C(=O)N2CCOCC2)CN(C(=O)OC(C)(C)C)C1,False,False,True,C1COCCN1.CC(C)CN(C(=O)c1nnn(-c2ccccc2)c1CO)[C@H]1C[C@@H](C(=O)O)CN(C(=O)OC(C)(C)C)C1,True,True,True
