index,product_smiles,ground_truth_reactants,predicted_reactants_hybrid_t5_rag_rerank,exact_match_hybrid_t5_rag_rerank,core_exact_match_hybrid_t5_rag_rerank,valid_hybrid_t5_rag_rerank
88,CSCc1cccc(N2CCN(c3cc4nc5c(cc4cc3F)c(=O)c(C(=O)O)cn5C)CC2)c1,Cn1cc(C(=O)O)c(=O)c2cc3cc(F)c(F)cc3nc21.CSCc1cccc(N2CCNCC2)c1,CSCc1cccc(N2CCNCC2)c1.Cn1cc(C(=O)O)c(=O)c2cc3cc(F)c(F)cc3nc21,True,True,True
89,N=C(N)NN=C(C=Cc1ccc2ccccc2c1)C=Cc1ccc2ccccc2c1,O=C(C=Cc1ccc2ccccc2c1)C=Cc1ccc2ccccc2c1.N=C(N)NN,N=C(N)NN.O=C(C=Cc1ccc2ccccc2c1)C=Cc1ccc2ccccc2c1,True,True,True
90,COC(=O)c1ncc2c(cc(CCc3ccccc3)c(=O)n2Cc2ccccc2)c1O,COC(=O)c1ncc2c(cc(C#Cc3ccccc3)c(=O)n2Cc2ccccc2)c1O,COC(=O)c1ncc2c(cc(C#Cc3ccccc3)c(=O)n2Cc2ccccc2)c1O,True,True,True
91,COc1ccc(Cl)cc1C(=O)NCCc1ccc(-c2ccc(OC(C)(C)CO)cc2)cc1,CCOC(=O)C(C)(C)Oc1ccc(-c2ccc(CCNC(=O)c3cc(Cl)ccc3OC)cc2)cc1,CCOC(=O)C(C)(C)Oc1ccc(-c2ccc(CCNC(=O)c3cc(Cl)ccc3OC)cc2)cc1,True,True,True
92,CC(C)OC(=O)N1CCC(n2ncc(COc3ccc(-n4cnnn4)nc3)n2)CC1,CC(C)OC(=O)Cl.c1cc(-n2cnnn2)ncc1OCc1cnn(C2CCNCC2)n1,CC(C)OC(=O)N1CCC(n2ncc(CCl)n2)CC1.Oc1ccc(-n2cnnn2)nc1,False,False,True
93,C#Cc1cccc(Nc2ncnc3cc(OC)c(O)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OC)c(OC(C)=O)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OC)c(OC(C)=O)cc23)c1.Cl,False,True,True
94,CC(C)(C)OC(=O)N1C[C@@H](O)C(I)=C[C@H]1CO[Si](C)(C)C(C)(C)C,CC(C)(C)OC(=O)N1CC(=O)C(I)=C[C@H]1CO[Si](C)(C)C(C)(C)C,CC(C)(C)OC(=O)N1CC(=O)C(I)=C[C@H]1CO[Si](C)(C)C(C)(C)C.CC1=C[C@@H](CO[Si](C)(C)C(C)(C)C)N(C(=O)OC(C)(C)C)C[C@H]1O,False,False,True
95,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3F)nc2C)ccc1O,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3F)nc2C)ccc1O[Si](C)(C)C(C)(C)C,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3F)nc2C)ccc1O[Si](C)(C)C(C)(C)C,True,True,True
96,CC(C)(C)OC(=O)N[C@@H]1CCN(C(=O)OCc2ccccc2)C[C@H]1O,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.N[C@@H]1CCN(C(=O)OCc2ccccc2)C[C@H]1O,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.N[C@@H]1CCN(C(=O)OCc2ccccc2)C[C@H]1O,True,True,True
97,CCC(=O)N(c1ccccc1)C1CCCN(Cc2ccccc2)C1,CCC(=O)Cl.c1ccc(CN2CCCC(Nc3ccccc3)C2)cc1,CCC(=O)Cl.c1ccc(CN2CCCC(Nc3ccccc3)C2)cc1,True,True,True
98,C=CCN1c2ccc3nc(OC(C)C)cc(C(F)(F)F)c3c2OC[C@H]1CC,C=CCBr.CC[C@@H]1COc2c(ccc3nc(OC(C)C)cc(C(F)(F)F)c23)N1,C=CCBr.CC[C@@H]1COc2c(ccc3nc(OC(C)C)cc(C(F)(F)F)c23)N1,True,True,True
99,COc1nc2cc(Cl)ccc2nc1N1CCN(C)CC1,COc1nc2cc(Cl)ccc2nc1Cl.CN1CCNCC1,CN1CCNCC1.COc1nc2cc(Cl)ccc2nc1Cl,True,True,True
